集計年,都道府県コード,都道府県名,産業大分類コード,産業大分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2018,14,神奈川県,O,教育，学習支援業,70歳～,33.52,87.85,490.09
2018,14,神奈川県,P,医療，福祉,年齢計,30.93,79.21,450.37
2018,14,神奈川県,P,医療，福祉,～19歳,18.48,23.12,244.88
2018,14,神奈川県,P,医療，福祉,20～24歳,23.37,42.6,323.04
2018,14,神奈川県,P,医療，福祉,25～29歳,26.3,72,387.6
2018,14,神奈川県,P,医療，福祉,30～34歳,29.01,79.46,427.58
2018,14,神奈川県,P,医療，福祉,35～39歳,31.49,90.88,468.76
2018,14,神奈川県,P,医療，福祉,40～44歳,32.25,90.32,477.32
2018,14,神奈川県,P,医療，福祉,45～49歳,33.87,96.41,502.85
2018,14,神奈川県,P,医療，福祉,50～54歳,32.03,84.51,468.87
2018,14,神奈川県,P,医療，福祉,55～59歳,39.57,85.71,560.55
2018,14,神奈川県,P,医療，福祉,60～64歳,30.92,73.14,444.18
2018,14,神奈川県,P,医療，福祉,65～69歳,30.51,30.9,397.02
2018,14,神奈川県,P,医療，福祉,70歳～,45.59,66.64,613.72
2018,14,神奈川県,Q,複合サービス事業,年齢計,31.85,111.95,494.15
2018,14,神奈川県,Q,複合サービス事業,～19歳,18.68,27.78,251.94
2018,14,神奈川県,Q,複合サービス事業,20～24歳,22.17,37.06,303.1
2018,14,神奈川県,Q,複合サービス事業,25～29歳,25.04,89.66,390.14
2018,14,神奈川県,Q,複合サービス事業,30～34歳,27.62,100.15,431.59
2018,14,神奈川県,Q,複合サービス事業,35～39歳,30.19,100.54,462.82
2018,14,神奈川県,Q,複合サービス事業,40～44歳,35.53,139.18,565.54
2018,14,神奈川県,Q,複合サービス事業,45～49歳,39.34,150.73,622.81
2018,14,神奈川県,Q,複合サービス事業,50～54歳,35.83,124.79,554.75
2018,14,神奈川県,Q,複合サービス事業,55～59歳,35.97,137.66,569.3
2018,14,神奈川県,Q,複合サービス事業,60～64歳,25.52,48.71,354.95
2018,14,神奈川県,Q,複合サービス事業,65～69歳,22.25,10.26,277.26
2018,14,神奈川県,Q,複合サービス事業,70歳～,22.6,7.97,279.17
2018,14,神奈川県,R,サービス業（他に分類されないもの）,年齢計,27.06,47.52,372.24
2018,14,神奈川県,R,サービス業（他に分類されないもの）,～19歳,18.24,4.6,223.48
2018,14,神奈川県,R,サービス業（他に分類されないもの）,20～24歳,21.42,18.98,276.02
2018,14,神奈川県,R,サービス業（他に分類されないもの）,25～29歳,23.22,37.75,316.39
2018,14,神奈川県,R,サービス業（他に分類されないもの）,30～34歳,24.95,42.38,341.78
2018,14,神奈川県,R,サービス業（他に分類されないもの）,35～39歳,26.49,50.2,368.08
2018,14,神奈川県,R,サービス業（他に分類されないもの）,40～44歳,29.2,58.38,408.78
2018,14,神奈川県,R,サービス業（他に分類されないもの）,45～49歳,29.09,55.32,404.4
2018,14,神奈川県,R,サービス業（他に分類されないもの）,50～54歳,30.73,62.37,431.13
2018,14,神奈川県,R,サービス業（他に分類されないもの）,55～59歳,30.91,68.13,439.05
2018,14,神奈川県,R,サービス業（他に分類されないもの）,60～64歳,27.35,35.99,364.19
2018,14,神奈川県,R,サービス業（他に分類されないもの）,65～69歳,23.23,19.07,297.83
2018,14,神奈川県,R,サービス業（他に分類されないもの）,70歳～,20.72,7.27,255.91
2018,15,新潟県,C,鉱業，採石業，砂利採取業,年齢計,32.62,150.33,541.77
2018,15,新潟県,C,鉱業，採石業，砂利採取業,～19歳,19.76,70.37,307.49
2018,15,新潟県,C,鉱業，採石業，砂利採取業,20～24歳,22.8,96.74,370.34
2018,15,新潟県,C,鉱業，採石業，砂利採取業,25～29歳,27.84,184,518.08
2018,15,新潟県,C,鉱業，採石業，砂利採取業,30～34歳,27.19,230.53,556.81
2018,15,新潟県,C,鉱業，採石業，砂利採取業,35～39歳,28.25,90.51,429.51
2018,15,新潟県,C,鉱業，採石業，砂利採取業,40～44歳,29.96,135.22,494.74
2018,15,新潟県,C,鉱業，採石業，砂利採取業,45～49歳,36.98,144.27,588.03
2018,15,新潟県,C,鉱業，採石業，砂利採取業,50～54歳,37.06,147.47,592.19
2018,15,新潟県,C,鉱業，採石業，砂利採取業,55～59歳,44.3,229.55,761.15
2018,15,新潟県,C,鉱業，採石業，砂利採取業,60～64歳,28.66,74.84,418.76
2018,15,新潟県,C,鉱業，採石業，砂利採取業,65～69歳,20.53,12.05,258.41
2018,15,新潟県,C,鉱業，採石業，砂利採取業,70歳～,-,-,-
2018,15,新潟県,D,建設業,年齢計,29.05,70.49,419.09
2018,15,新潟県,D,建設業,～19歳,18.12,15.42,232.86
2018,15,新潟県,D,建設業,20～24歳,21.23,38.1,292.86
2018,15,新潟県,D,建設業,25～29歳,23.04,60.07,336.55
2018,15,新潟県,D,建設業,30～34歳,23.85,54.55,340.75
2018,15,新潟県,D,建設業,35～39歳,26.94,62.15,385.43
2018,15,新潟県,D,建設業,40～44歳,30.73,68.25,437.01
2018,15,新潟県,D,建設業,45～49歳,32.72,94.36,487
2018,15,新潟県,D,建設業,50～54歳,33.81,106.05,511.77
2018,15,新潟県,D,建設業,55～59歳,33.55,82.76,485.36
2018,15,新潟県,D,建設業,60～64歳,29.34,63.32,415.4
2018,15,新潟県,D,建設業,65～69歳,25.68,29.72,337.88
2018,15,新潟県,D,建設業,70歳～,22.96,27.36,302.88
2018,15,新潟県,E,製造業,年齢計,24.98,64.35,364.11
2018,15,新潟県,E,製造業,～19歳,17.31,11.39,219.11
2018,15,新潟県,E,製造業,20～24歳,18.58,37.78,260.74
2018,15,新潟県,E,製造業,25～29歳,21.09,52.29,305.37
2018,15,新潟県,E,製造業,30～34歳,23.45,61.54,342.94
2018,15,新潟県,E,製造業,35～39歳,25.16,70.2,372.12
2018,15,新潟県,E,製造業,40～44歳,26.36,74.11,390.43
2018,15,新潟県,E,製造業,45～49歳,27.96,76.31,411.83
2018,15,新潟県,E,製造業,50～54歳,28.63,75.66,419.22
2018,15,新潟県,E,製造業,55～59歳,27.18,76.5,402.66
2018,15,新潟県,E,製造業,60～64歳,22.13,40.94,306.5
2018,15,新潟県,E,製造業,65～69歳,20.46,25.65,271.17
2018,15,新潟県,E,製造業,70歳～,25.06,18.87,319.59
2018,15,新潟県,F,電気・ガス・熱供給・水道業,年齢計,40.63,87.62,575.18
2018,15,新潟県,F,電気・ガス・熱供給・水道業,～19歳,18.17,27.74,245.78
2018,15,新潟県,F,電気・ガス・熱供給・水道業,20～24歳,22.06,76,340.72
2018,15,新潟県,F,電気・ガス・熱供給・水道業,25～29歳,26.23,98.74,413.5
2018,15,新潟県,F,電気・ガス・熱供給・水道業,30～34歳,28.43,100.21,441.37
2018,15,新潟県,F,電気・ガス・熱供給・水道業,35～39歳,33.02,123.85,520.09
2018,15,新潟県,F,電気・ガス・熱供給・水道業,40～44歳,36.31,130.02,565.74
2018,15,新潟県,F,電気・ガス・熱供給・水道業,45～49歳,45.43,116.03,661.19
2018,15,新潟県,F,電気・ガス・熱供給・水道業,50～54歳,53.44,111.79,753.07
2018,15,新潟県,F,電気・ガス・熱供給・水道業,55～59歳,62.74,25.31,778.19
2018,15,新潟県,F,電気・ガス・熱供給・水道業,60～64歳,23.64,113.25,396.93
2018,15,新潟県,F,電気・ガス・熱供給・水道業,65～69歳,20.51,47.45,293.57
2018,15,新潟県,F,電気・ガス・熱供給・水道業,70歳～,-,-,-
2018,15,新潟県,G,情報通信業,年齢計,30.5,85.87,451.87
2018,15,新潟県,G,情報通信業,～19歳,15.71,0,188.52
2018,15,新潟県,G,情報通信業,20～24歳,20.06,18.34,259.06
2018,15,新潟県,G,情報通信業,25～29歳,22.4,57.03,325.83
2018,15,新潟県,G,情報通信業,30～34歳,24.79,63.39,360.87
2018,15,新潟県,G,情報通信業,35～39歳,27.72,78.12,410.76
2018,15,新潟県,G,情報通信業,40～44歳,31.96,83.33,466.85
2018,15,新潟県,G,情報通信業,45～49歳,35.53,109.97,536.33
2018,15,新潟県,G,情報通信業,50～54歳,44.1,149,678.2
2018,15,新潟県,G,情報通信業,55～59歳,42.08,150.96,655.92
2018,15,新潟県,G,情報通信業,60～64歳,26.3,57.12,372.72
2018,15,新潟県,G,情報通信業,65～69歳,42.85,55,569.2
2018,15,新潟県,G,情報通信業,70歳～,-,-,-
2018,15,新潟県,H,運輸業，郵便業,年齢計,25.33,49.62,353.58
2018,15,新潟県,H,運輸業，郵便業,～19歳,14.95,4.67,184.07
2018,15,新潟県,H,運輸業，郵便業,20～24歳,18.4,38.89,259.69
2018,15,新潟県,H,運輸業，郵便業,25～29歳,21.28,51.46,306.82
2018,15,新潟県,H,運輸業，郵便業,30～34歳,25.55,55.79,362.39
2018,15,新潟県,H,運輸業，郵便業,35～39歳,27.29,49.42,376.9
2018,15,新潟県,H,運輸業，郵便業,40～44歳,26.36,51.22,367.54
2018,15,新潟県,H,運輸業，郵便業,45～49歳,27.13,49.69,375.25
2018,15,新潟県,H,運輸業，郵便業,50～54歳,25.91,43.65,354.57
2018,15,新潟県,H,運輸業，郵便業,55～59歳,27.06,68.19,392.91
2018,15,新潟県,H,運輸業，郵便業,60～64歳,21.82,33.24,295.08
2018,15,新潟県,H,運輸業，郵便業,65～69歳,17.56,26.43,237.15
2018,15,新潟県,H,運輸業，郵便業,70歳～,14.57,21.28,196.12
2018,15,新潟県,I,卸売業，小売業,年齢計,26.34,68.6,384.68
2018,15,新潟県,I,卸売業，小売業,～19歳,17,3.07,207.07
2018,15,新潟県,I,卸売業，小売業,20～24歳,18.73,29.04,253.8
2018,15,新潟県,I,卸売業，小売業,25～29歳,22.03,57.92,322.28
2018,15,新潟県,I,卸売業，小売業,30～34歳,23.66,60.77,344.69
2018,15,新潟県,I,卸売業，小売業,35～39歳,25.99,72.12,384
2018,15,新潟県,I,卸売業，小売業,40～44歳,27.88,79.05,413.61
2018,15,新潟県,I,卸売業，小売業,45～49歳,28.97,80.42,428.06
2018,15,新潟県,I,卸売業，小売業,50～54歳,31.39,91.89,468.57
2018,15,新潟県,I,卸売業，小売業,55～59歳,31.6,80.47,459.67
2018,15,新潟県,I,卸売業，小売業,60～64歳,24.69,46.38,342.66
2018,15,新潟県,I,卸売業，小売業,65～69歳,24.19,35.2,325.48
2018,15,新潟県,I,卸売業，小売業,70歳～,14.64,13.28,188.96
2018,15,新潟県,J,金融業，保険業,年齢計,33.37,113.26,513.7
2018,15,新潟県,J,金融業，保険業,～19歳,-,-,-
2018,15,新潟県,J,金融業，保険業,20～24歳,23.43,32.91,314.07
2018,15,新潟県,J,金融業，保険業,25～29歳,23.89,88.9,375.58
2018,15,新潟県,J,金融業，保険業,30～34歳,26.94,91.14,414.42
2018,15,新潟県,J,金融業，保険業,35～39歳,29.26,110.16,461.28
2018,15,新潟県,J,金融業，保険業,40～44歳,34.81,133.2,550.92
2018,15,新潟県,J,金融業，保険業,45～49歳,40.28,155.04,638.4
2018,15,新潟県,J,金融業，保険業,50～54歳,47.94,175.22,750.5
2018,15,新潟県,J,金融業，保険業,55～59歳,49.78,185.26,782.62
2018,15,新潟県,J,金融業，保険業,60～64歳,28.92,42.79,389.83
2018,15,新潟県,J,金融業，保険業,65～69歳,25.74,44.89,353.77
2018,15,新潟県,J,金融業，保険業,70歳～,-,-,-
2018,15,新潟県,K,不動産業，物品賃貸業,年齢計,27.57,73.73,404.57
2018,15,新潟県,K,不動産業，物品賃貸業,～19歳,18.89,0,226.68
2018,15,新潟県,K,不動産業，物品賃貸業,20～24歳,20.63,23.42,270.98
2018,15,新潟県,K,不動産業，物品賃貸業,25～29歳,20.79,47.54,297.02
2018,15,新潟県,K,不動産業，物品賃貸業,30～34歳,23.57,52.21,335.05
2018,15,新潟県,K,不動産業，物品賃貸業,35～39歳,25.19,66.2,368.48
2018,15,新潟県,K,不動産業，物品賃貸業,40～44歳,27.42,75.96,405
2018,15,新潟県,K,不動産業，物品賃貸業,45～49歳,34.12,116.11,525.55
2018,15,新潟県,K,不動産業，物品賃貸業,50～54歳,33.63,107.17,510.73
2018,15,新潟県,K,不動産業，物品賃貸業,55～59歳,33.13,101.87,499.43
2018,15,新潟県,K,不動産業，物品賃貸業,60～64歳,26.68,34.69,354.85
2018,15,新潟県,K,不動産業，物品賃貸業,65～69歳,21.92,8.43,271.47
2018,15,新潟県,K,不動産業，物品賃貸業,70歳～,21.14,7.6,261.28
2018,15,新潟県,L,学術研究，専門・技術サービス業,年齢計,30.33,95.65,459.61
2018,15,新潟県,L,学術研究，専門・技術サービス業,～19歳,18.62,20.09,243.53
2018,15,新潟県,L,学術研究，専門・技術サービス業,20～24歳,19.84,41.26,279.34
2018,15,新潟県,L,学術研究，専門・技術サービス業,25～29歳,23.62,81.31,364.75
2018,15,新潟県,L,学術研究，専門・技術サービス業,30～34歳,24.66,79.98,375.9
2018,15,新潟県,L,学術研究，専門・技術サービス業,35～39歳,27.94,81.4,416.68
2018,15,新潟県,L,学術研究，専門・技術サービス業,40～44歳,32.27,109.9,497.14
2018,15,新潟県,L,学術研究，専門・技術サービス業,45～49歳,33.92,120.33,527.37
2018,15,新潟県,L,学術研究，専門・技術サービス業,50～54歳,35.55,121.13,547.73
2018,15,新潟県,L,学術研究，専門・技術サービス業,55～59歳,38.33,134.16,594.12
2018,15,新潟県,L,学術研究，専門・技術サービス業,60～64歳,34.09,74.06,483.14
2018,15,新潟県,L,学術研究，専門・技術サービス業,65～69歳,32.65,118.73,510.53
2018,15,新潟県,L,学術研究，専門・技術サービス業,70歳～,27.94,12.6,347.88
2018,15,新潟県,M,宿泊業，飲食サービス業,年齢計,22.41,18.99,287.91
2018,15,新潟県,M,宿泊業，飲食サービス業,～19歳,14.85,0,178.2
2018,15,新潟県,M,宿泊業，飲食サービス業,20～24歳,17.34,9.6,217.68
2018,15,新潟県,M,宿泊業，飲食サービス業,25～29歳,19.28,17.37,248.73
2018,15,新潟県,M,宿泊業，飲食サービス業,30～34歳,21.22,23.94,278.58
2018,15,新潟県,M,宿泊業，飲食サービス業,35～39歳,22.85,26.15,300.35
2018,15,新潟県,M,宿泊業，飲食サービス業,40～44歳,22.03,21.53,285.89
2018,15,新潟県,M,宿泊業，飲食サービス業,45～49歳,25.42,16.69,321.73
2018,15,新潟県,M,宿泊業，飲食サービス業,50～54歳,26.01,25.71,337.83
2018,15,新潟県,M,宿泊業，飲食サービス業,55～59歳,26.53,23.68,342.04
2018,15,新潟県,M,宿泊業，飲食サービス業,60～64歳,23.96,11.68,299.2
2018,15,新潟県,M,宿泊業，飲食サービス業,65～69歳,18.54,11.14,233.62
2018,15,新潟県,M,宿泊業，飲食サービス業,70歳～,21.44,25.93,283.21
2018,15,新潟県,N,生活関連サービス業，娯楽業,年齢計,23.23,41.17,319.93
2018,15,新潟県,N,生活関連サービス業，娯楽業,～19歳,17.37,0.12,208.56
2018,15,新潟県,N,生活関連サービス業，娯楽業,20～24歳,19.75,21.05,258.05
2018,15,新潟県,N,生活関連サービス業，娯楽業,25～29歳,19.99,27.27,267.15
2018,15,新潟県,N,生活関連サービス業，娯楽業,30～34歳,23.46,62.32,343.84
2018,15,新潟県,N,生活関連サービス業，娯楽業,35～39歳,25.66,55.95,363.87
2018,15,新潟県,N,生活関連サービス業，娯楽業,40～44歳,26.18,68.47,382.63
2018,15,新潟県,N,生活関連サービス業，娯楽業,45～49歳,24.92,33.9,332.94
2018,15,新潟県,N,生活関連サービス業，娯楽業,50～54歳,22.54,33.13,303.61
2018,15,新潟県,N,生活関連サービス業，娯楽業,55～59歳,24.89,37.05,335.73
2018,15,新潟県,N,生活関連サービス業，娯楽業,60～64歳,21.31,24.38,280.1
2018,15,新潟県,N,生活関連サービス業，娯楽業,65～69歳,20.78,26.83,276.19
2018,15,新潟県,N,生活関連サービス業，娯楽業,70歳～,16.54,3.15,201.63
2018,15,新潟県,O,教育，学習支援業,年齢計,33.79,107.47,512.95
2018,15,新潟県,O,教育，学習支援業,～19歳,-,-,-
2018,15,新潟県,O,教育，学習支援業,20～24歳,19.94,28.57,267.85
2018,15,新潟県,O,教育，学習支援業,25～29歳,22.85,58.29,332.49
2018,15,新潟県,O,教育，学習支援業,30～34歳,28.13,77.63,415.19
2018,15,新潟県,O,教育，学習支援業,35～39歳,32.05,89.65,474.25
2018,15,新潟県,O,教育，学習支援業,40～44歳,34.15,105.99,515.79
2018,15,新潟県,O,教育，学習支援業,45～49歳,38.87,133.81,600.25
2018,15,新潟県,O,教育，学習支援業,50～54歳,40.16,149.98,631.9
2018,15,新潟県,O,教育，学習支援業,55～59歳,44.07,163.83,692.67
2018,15,新潟県,O,教育，学習支援業,60～64歳,37.65,118.75,570.55
2018,15,新潟県,O,教育，学習支援業,65～69歳,30.1,98.5,459.7
2018,15,新潟県,O,教育，学習支援業,70歳～,38.3,79.07,538.67
2018,15,新潟県,P,医療，福祉,年齢計,27.09,72.2,397.28
2018,15,新潟県,P,医療，福祉,～19歳,16.13,26.72,220.28
2018,15,新潟県,P,医療，福祉,20～24歳,19.58,38.98,273.94
2018,15,新潟県,P,医療，福祉,25～29歳,22.25,60.13,327.13
2018,15,新潟県,P,医療，福祉,30～34歳,24.29,56.87,348.35
2018,15,新潟県,P,医療，福祉,35～39歳,26.33,76.49,392.45
2018,15,新潟県,P,医療，福祉,40～44歳,28.52,81.42,423.66
2018,15,新潟県,P,医療，福祉,45～49歳,30.2,80.95,443.35
2018,15,新潟県,P,医療，福祉,50～54歳,28.74,79.74,424.62
2018,15,新潟県,P,医療，福祉,55～59歳,33.05,89.79,486.39
2018,15,新潟県,P,医療，福祉,60～64歳,23.16,56.44,334.36
2018,15,新潟県,P,医療，福祉,65～69歳,33.95,64.34,471.74
2018,15,新潟県,P,医療，福祉,70歳～,26.63,45,364.56
2018,15,新潟県,Q,複合サービス事業,年齢計,28.9,79.73,426.53
2018,15,新潟県,Q,複合サービス事業,～19歳,17.51,20.15,230.27
2018,15,新潟県,Q,複合サービス事業,20～24歳,20.21,38.37,280.89
2018,15,新潟県,Q,複合サービス事業,25～29歳,22.23,46.03,312.79
2018,15,新潟県,Q,複合サービス事業,30～34歳,25.97,67.94,379.58
2018,15,新潟県,Q,複合サービス事業,35～39歳,27.26,75.59,402.71
2018,15,新潟県,Q,複合サービス事業,40～44歳,31.55,97.27,475.87
2018,15,新潟県,Q,複合サービス事業,45～49歳,30.14,92.96,454.64
2018,15,新潟県,Q,複合サービス事業,50～54歳,36.68,109.35,549.51
2018,15,新潟県,Q,複合サービス事業,55～59歳,35.09,101.41,522.49
2018,15,新潟県,Q,複合サービス事業,60～64歳,19.42,23.62,256.66
2018,15,新潟県,Q,複合サービス事業,65～69歳,-,-,-
2018,15,新潟県,Q,複合サービス事業,70歳～,-,-,-
2018,15,新潟県,R,サービス業（他に分類されないもの）,年齢計,21.33,29.83,285.79
2018,15,新潟県,R,サービス業（他に分類されないもの）,～19歳,18.4,10.61,231.41
2018,15,新潟県,R,サービス業（他に分類されないもの）,20～24歳,18.94,19.69,246.97
2018,15,新潟県,R,サービス業（他に分類されないもの）,25～29歳,19.92,38.62,277.66
2018,15,新潟県,R,サービス業（他に分類されないもの）,30～34歳,20.45,32.59,277.99
2018,15,新潟県,R,サービス業（他に分類されないもの）,35～39歳,20.95,27.65,279.05
2018,15,新潟県,R,サービス業（他に分類されないもの）,40～44歳,22.52,31.15,301.39
2018,15,新潟県,R,サービス業（他に分類されないもの）,45～49歳,24.47,37.57,331.21
2018,15,新潟県,R,サービス業（他に分類されないもの）,50～54歳,22.39,32.6,301.28
2018,15,新潟県,R,サービス業（他に分類されないもの）,55～59歳,20.96,31.27,282.79
2018,15,新潟県,R,サービス業（他に分類されないもの）,60～64歳,19.97,21.34,260.98
2018,15,新潟県,R,サービス業（他に分類されないもの）,65～69歳,16.51,6.53,204.65
2018,15,新潟県,R,サービス業（他に分類されないもの）,70歳～,18.08,13.11,230.07
2018,16,富山県,C,鉱業，採石業，砂利採取業,年齢計,30.17,60.31,422.35
2018,16,富山県,C,鉱業，採石業，砂利採取業,～19歳,-,-,-
2018,16,富山県,C,鉱業，採石業，砂利採取業,20～24歳,21.03,52,304.36
2018,16,富山県,C,鉱業，採石業，砂利採取業,25～29歳,28.1,31,368.2
2018,16,富山県,C,鉱業，採石業，砂利採取業,30～34歳,29.21,53,403.52
2018,16,富山県,C,鉱業，採石業，砂利採取業,35～39歳,26.4,69.45,386.25
2018,16,富山県,C,鉱業，採石業，砂利採取業,40～44歳,35.2,93.36,515.76
2018,16,富山県,C,鉱業，採石業，砂利採取業,45～49歳,32.02,76.46,460.7
2018,16,富山県,C,鉱業，採石業，砂利採取業,50～54歳,31.01,56.47,428.59
2018,16,富山県,C,鉱業，採石業，砂利採取業,55～59歳,31.16,64.03,437.95
2018,16,富山県,C,鉱業，採石業，砂利採取業,60～64歳,27.93,37.4,372.56
2018,16,富山県,C,鉱業，採石業，砂利採取業,65～69歳,23.02,15,291.24
2018,16,富山県,C,鉱業，採石業，砂利採取業,70歳～,22.99,6.23,282.11
2018,16,富山県,D,建設業,年齢計,30.97,81.96,453.6
2018,16,富山県,D,建設業,～19歳,18.1,10.22,227.42
2018,16,富山県,D,建設業,20～24歳,20.91,27.08,278
2018,16,富山県,D,建設業,25～29歳,23.53,56.88,339.24
2018,16,富山県,D,建設業,30～34歳,26.3,73.64,389.24
2018,16,富山県,D,建設業,35～39歳,30.8,68.74,438.34
2018,16,富山県,D,建設業,40～44歳,32.13,87.64,473.2
2018,16,富山県,D,建設業,45～49歳,37.41,120.68,569.6
2018,16,富山県,D,建設業,50～54歳,35.39,104.41,529.09
2018,16,富山県,D,建設業,55～59歳,38.14,135.96,593.64
2018,16,富山県,D,建設業,60～64歳,35.37,76.23,500.67
2018,16,富山県,D,建設業,65～69歳,30.65,79.71,447.51
2018,16,富山県,D,建設業,70歳～,33.05,60.28,456.88
2018,16,富山県,E,製造業,年齢計,27.59,80.76,411.84
2018,16,富山県,E,製造業,～19歳,17.61,17.93,229.25
2018,16,富山県,E,製造業,20～24歳,19.88,46.9,285.46
2018,16,富山県,E,製造業,25～29歳,23.09,64.96,342.04
2018,16,富山県,E,製造業,30～34歳,25.62,78.72,386.16
2018,16,富山県,E,製造業,35～39歳,26.7,89.49,409.89
2018,16,富山県,E,製造業,40～44歳,29.34,87.45,439.53
2018,16,富山県,E,製造業,45～49歳,30.32,96.76,460.6
2018,16,富山県,E,製造業,50～54歳,32.79,101.24,494.72
2018,16,富山県,E,製造業,55～59歳,33.69,97.89,502.17
2018,16,富山県,E,製造業,60～64歳,25.59,51.34,358.42
2018,16,富山県,E,製造業,65～69歳,21.05,32.62,285.22
2018,16,富山県,E,製造業,70歳～,21.01,22.6,274.72
2018,16,富山県,F,電気・ガス・熱供給・水道業,年齢計,41.28,140.12,635.48
2018,16,富山県,F,電気・ガス・熱供給・水道業,～19歳,17.64,47.89,259.57
2018,16,富山県,F,電気・ガス・熱供給・水道業,20～24歳,21.94,56.14,319.42
2018,16,富山県,F,電気・ガス・熱供給・水道業,25～29歳,26.98,86.45,410.21
2018,16,富山県,F,電気・ガス・熱供給・水道業,30～34歳,32.6,104.46,495.66
2018,16,富山県,F,電気・ガス・熱供給・水道業,35～39歳,40.05,134.52,615.12
2018,16,富山県,F,電気・ガス・熱供給・水道業,40～44歳,44.07,146.71,675.55
2018,16,富山県,F,電気・ガス・熱供給・水道業,45～49歳,48.9,166.57,753.37
2018,16,富山県,F,電気・ガス・熱供給・水道業,50～54歳,54.11,183.92,833.24
2018,16,富山県,F,電気・ガス・熱供給・水道業,55～59歳,47.81,182.39,756.11
2018,16,富山県,F,電気・ガス・熱供給・水道業,60～64歳,19.99,84.65,324.53
2018,16,富山県,F,電気・ガス・熱供給・水道業,65～69歳,27.67,0,332.04
2018,16,富山県,F,電気・ガス・熱供給・水道業,70歳～,-,-,-
2018,16,富山県,G,情報通信業,年齢計,34.25,125.56,536.56
2018,16,富山県,G,情報通信業,～19歳,-,-,-
2018,16,富山県,G,情報通信業,20～24歳,22.26,44.55,311.67
2018,16,富山県,G,情報通信業,25～29歳,22.73,65.64,338.4
2018,16,富山県,G,情報通信業,30～34歳,27.62,109.29,440.73
2018,16,富山県,G,情報通信業,35～39歳,31.22,117.53,492.17
2018,16,富山県,G,情報通信業,40～44歳,36.49,141.5,579.38
2018,16,富山県,G,情報通信業,45～49歳,39.13,149.72,619.28
2018,16,富山県,G,情報通信業,50～54歳,42.11,165.57,670.89
2018,16,富山県,G,情報通信業,55～59歳,40.26,153.68,636.8
2018,16,富山県,G,情報通信業,60～64歳,29.75,54.35,411.35
2018,16,富山県,G,情報通信業,65～69歳,22.55,6.59,277.19
2018,16,富山県,G,情報通信業,70歳～,15.8,25.7,215.3
2018,16,富山県,H,運輸業，郵便業,年齢計,25.32,42.06,345.9
2018,16,富山県,H,運輸業，郵便業,～19歳,18.36,8.21,228.53
2018,16,富山県,H,運輸業，郵便業,20～24歳,19.15,30.21,260.01
2018,16,富山県,H,運輸業，郵便業,25～29歳,22.21,34.58,301.1
2018,16,富山県,H,運輸業，郵便業,30～34歳,25.46,40.76,346.28
2018,16,富山県,H,運輸業，郵便業,35～39歳,26.27,43.56,358.8
2018,16,富山県,H,運輸業，郵便業,40～44歳,27.54,51.5,381.98
2018,16,富山県,H,運輸業，郵便業,45～49歳,27.11,50.23,375.55
2018,16,富山県,H,運輸業，郵便業,50～54歳,26.28,45.77,361.13
2018,16,富山県,H,運輸業，郵便業,55～59歳,26.24,44.94,359.82
2018,16,富山県,H,運輸業，郵便業,60～64歳,22.44,35.09,304.37
2018,16,富山県,H,運輸業，郵便業,65～69歳,21.07,15.05,267.89
2018,16,富山県,H,運輸業，郵便業,70歳～,20.12,8.15,249.59
2018,16,富山県,I,卸売業，小売業,年齢計,27.21,76.26,402.78
2018,16,富山県,I,卸売業，小売業,～19歳,17.77,4.88,218.12
2018,16,富山県,I,卸売業，小売業,20～24歳,21.3,41.37,296.97
2018,16,富山県,I,卸売業，小売業,25～29歳,22.71,61.69,334.21
2018,16,富山県,I,卸売業，小売業,30～34歳,24.71,71.88,368.4
2018,16,富山県,I,卸売業，小売業,35～39歳,27.77,74.23,407.47
2018,16,富山県,I,卸売業，小売業,40～44歳,26.72,78.66,399.3
2018,16,富山県,I,卸売業，小売業,45～49歳,29.99,95.63,455.51
2018,16,富山県,I,卸売業，小売業,50～54歳,29.75,90.61,447.61
2018,16,富山県,I,卸売業，小売業,55～59歳,32.38,92.84,481.4
2018,16,富山県,I,卸売業，小売業,60～64歳,27.51,59.33,389.45
2018,16,富山県,I,卸売業，小売業,65～69歳,18.97,16.4,244.04
2018,16,富山県,I,卸売業，小売業,70歳～,25.8,30.69,340.29
2018,16,富山県,J,金融業，保険業,年齢計,32.92,114.01,509.05
2018,16,富山県,J,金融業，保険業,～19歳,14.37,0,172.44
2018,16,富山県,J,金融業，保険業,20～24歳,20.68,28.49,276.65
2018,16,富山県,J,金融業，保険業,25～29歳,24.27,92.48,383.72
2018,16,富山県,J,金融業，保険業,30～34歳,29.35,114.16,466.36
2018,16,富山県,J,金融業，保険業,35～39歳,31.62,116.05,495.49
2018,16,富山県,J,金融業，保険業,40～44歳,32.34,128.83,516.91
2018,16,富山県,J,金融業，保険業,45～49歳,39.64,152.7,628.38
2018,16,富山県,J,金融業，保険業,50～54歳,42.84,155.1,669.18
2018,16,富山県,J,金融業，保険業,55～59歳,37.14,134.24,579.92
2018,16,富山県,J,金融業，保険業,60～64歳,28.4,59.52,400.32
2018,16,富山県,J,金融業，保険業,65～69歳,30.56,49.94,416.66
2018,16,富山県,J,金融業，保険業,70歳～,30.66,65.11,433.03
2018,16,富山県,K,不動産業，物品賃貸業,年齢計,24.74,83.52,380.4
